UNIQUE_ID,Long,Lat,DATE,MOVE_CLASS_x,maxdewpti,maxhumidity,maxtempi,maxwspdi,meandewpti,meantempi,meanwdird,meanwindspdi,mindewpti,minhumidity,mintempi,minwspdi,precipi,MAP_UNIT_L,MAP_UNIT_N,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,G_ROCK_TYP,nlcd_2006_,Slope
LS_1563,-123.6077704,45.99835263,11/2/10 0:00,Landslide,54,100,64,9,51,56,339,1,46,59,48,0,0,Tn,Northrup Creek formation,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Northrup Creek Formation,No data,turbidite,81,14.56974
LS_1564,-123.6215849,46.0137264,11/2/10 0:00,Fill Failure,54,100,64,17,51,58,100,6,47,63,51,0,T,Tpb,Pittsburg Bluff Formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,shelf sandstone,90,10.58962
LS_1565,-123.7792337,45.1032979,11/3/10 0:00,Fill Failure,50,83,73,15,45,61,338,9,40,41,48,5,0,Tt,Tyee Formation,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,turbidite,82,18.38656
LS_1566,-123.7770601,45.10250839,11/3/10 0:00,Fill Failure,50,83,73,15,45,61,338,9,40,41,48,5,0,Tt,Tyee Formation,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,turbidite,90,5.47742
LS_1567,-123.7664039,45.09671528,11/3/10 0:00,Fill Failure,50,83,73,15,45,61,338,9,40,41,48,5,0,Tt,Tyee Formation,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,turbidite,90,8.49448
LS_1569,-123.7654655,45.09461048,11/3/10 0:00,Landslide,50,83,73,15,45,61,338,9,40,41,48,5,0,Tt,Tyee Formation,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,turbidite,90,6.75732
LS_1570,-123.7567633,45.09011391,11/3/10 0:00,Fill Failure,50,83,73,15,45,61,338,9,40,41,48,5,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,90,11.03871
LS_1571,-123.762921,45.08945124,11/3/10 0:00,Fill Failure,50,83,73,15,45,61,338,9,40,41,48,5,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,11,13.16114
LS_1572,-123.9447562,44.8586911,11/30/10 0:00,Fill Failure,48,100,51,34,46,48,198,20,43,82,44,8,0.49,Qal,Alluvial Deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,2.92493
LS_1574,-123.9503551,44.85759365,11/30/10 0:00,Fill Failure,48,100,51,34,46,48,198,20,43,82,44,8,0.49,Qal,Alluvial Deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,16.98657
LS_1575,-123.9593376,44.85589615,11/30/10 0:00,Fill Failure,48,100,51,34,46,48,198,20,43,82,44,8,0.49,Qal,Alluvial Deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,10.58962
LS_1578,-123.9624244,44.85513427,11/30/10 0:00,Fill Failure,48,100,51,34,46,48,198,20,43,82,44,8,0.49,Qal,Alluvial Deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,10.58962
LS_1582,-123.9697239,44.8563817,11/30/10 0:00,Fill Failure,48,100,51,34,46,48,198,20,43,82,44,8,0.49,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,90,3.69785
LS_1583,-123.9710291,44.85682221,11/30/10 0:00,Landslide,48,100,51,34,46,48,198,20,43,82,44,8,0.49,Qal,Alluvial Deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,42,26.68864
LS_1586,-124.1132981,44.27527315,12/7/10 0:00,Fill Failure,48,88,59,15,45,55,143,9,41,51,51,6,0.1,Tyb,Yachats Basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,11,15.14735
LS_1592,-124.1112282,44.24044539,12/7/10 0:00,Landslide,48,88,59,15,45,55,143,9,41,51,51,6,0.1,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,90,22.74706
LS_1594,-124.1114022,44.23839918,12/7/10 0:00,Landslide,48,88,59,15,45,55,143,9,41,51,51,6,0.1,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,42,21.67924
LS_1599,-124.1146537,44.2047801,12/7/10 0:00,Landslide,48,88,59,15,45,55,143,9,41,51,51,6,0.1,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,81,21.64489
LS_1600,-124.1142831,44.20363511,12/7/10 0:00,Fill Failure,48,88,59,15,45,55,143,9,41,51,51,6,0.1,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,81,17.6708
LS_1601,-124.1134776,44.20072697,12/7/10 0:00,Fill Failure,48,88,59,15,45,55,143,9,41,51,51,6,0.1,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,90,20.50673
LS_1602,-124.1134123,44.2001029,12/7/10 0:00,Landslide,48,88,59,15,45,55,143,9,41,51,51,6,0.1,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,81,20.35778
LS_1603,-124.1125082,44.1987644,12/7/10 0:00,Fill Failure,48,88,59,15,45,55,143,9,41,51,51,6,0.1,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,21,11.17624
LS_1605,-124.1139392,44.19178348,12/7/10 0:00,Landslide,48,88,59,15,45,55,143,9,41,51,51,6,0.1,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,41,22.08742
LS_1606,-124.114273,44.19095289,12/7/10 0:00,Fill Failure,48,88,59,15,45,55,143,9,41,51,51,6,0.1,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,11,21.05258
LS_1607,-124.1141881,44.19026376,12/7/10 0:00,Landslide,48,88,59,15,45,55,143,9,41,51,51,6,0.1,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,90,16.13847
LS_1612,-124.1174288,44.14224457,12/8/10 0:00,Fill Failure,52,100,53,29,50,52,201,22,46,77,50,13,0.17,Sd,Stabilized dunes,sediments,Quaternary,Quaternary surficial deposits,Eolian deposits,No data,fine grained sediments,82,8.02572
LS_1613,-124.1173541,44.14166297,12/8/10 0:00,Fill Failure,52,100,53,29,50,52,201,22,46,77,50,13,0.17,Sd,Stabilized dunes,sediments,Quaternary,Quaternary surficial deposits,Eolian deposits,No data,fine grained sediments,82,2.06971
LS_1614,-124.1196107,44.13790875,12/8/10 0:00,Fill Failure,52,100,53,29,50,52,201,22,46,77,50,13,0.17,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,82,6.51956
LS_1615,-124.1205157,44.13773795,12/8/10 0:00,Fill Failure,52,100,53,29,50,52,201,22,46,77,50,13,0.17,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,90,6.61932
LS_1616,-124.1228542,44.12841846,12/8/10 0:00,Landslide,52,100,53,29,50,52,201,22,46,77,50,13,0.17,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,82,21.29152
LS_1620,-124.1173608,44.14073984,12/8/10 0:00,Landslide,52,100,53,29,50,52,201,22,46,77,50,13,0.17,Sd,Stabilized dunes,sediments,Quaternary,Quaternary surficial deposits,Eolian deposits,No data,fine grained sediments,81,3.69887
LS_1621,-124.118354,44.11872742,12/8/10 0:00,Fill Failure,52,100,53,29,50,52,201,22,46,77,50,13,0.17,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,82,10.15299
LS_1622,-124.1190051,44.11864211,12/8/10 0:00,Fill Failure,52,100,53,29,50,52,201,22,46,77,50,13,0.17,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,82,16.35934
LS_1625,-124.1201065,44.11855443,12/8/10 0:00,Fill Failure,52,100,53,29,50,52,201,22,46,77,50,13,0.17,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,82,21.39673
LS_1627,-124.1174718,44.11754196,12/8/10 0:00,Fill Failure,52,100,53,29,50,52,201,22,46,77,50,13,0.17,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,82,26.62624
LS_1628,-124.1210831,44.11629308,12/8/10 0:00,Debris Flow,52,100,53,29,50,52,201,22,46,77,50,13,0.17,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,82,30.91576
LS_1629,-124.1224873,44.11501932,12/8/10 0:00,Fill Failure,52,100,53,29,50,52,201,22,46,77,50,13,0.17,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,82,46.78809
LS_1631,-124.1232712,44.11179837,12/8/10 0:00,Fill Failure,52,100,53,29,50,52,201,22,46,77,50,13,0.17,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,81,44.98891
LS_1635,-124.1215378,44.10585727,12/8/10 0:00,Fill Failure,52,100,53,29,50,52,201,22,46,77,50,13,0.17,Teyb,Yachats basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,81,24.44556
LS_1636,-123.9649853,44.80851866,12/3/10 0:00,Fill Failure,41,100,46,16,37,40,88,6,34,76,33,0,0,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,17.12721
LS_1637,-123.9628584,44.80843933,12/3/10 0:00,Fill Failure,41,100,46,16,37,40,88,6,34,76,33,0,0,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,19.35167
LS_1638,-123.962284,44.80841297,12/3/10 0:00,Fill Failure,41,100,46,16,37,40,88,6,34,76,33,0,0,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,10.37967
LS_1639,-123.9613248,44.80817804,12/3/10 0:00,Fill Failure,41,100,46,16,37,40,88,6,34,76,33,0,0,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,9.03913
LS_1640,-123.9391072,44.80037814,12/3/10 0:00,Landslide,41,100,46,16,37,40,88,6,34,76,33,0,0,Qtr,River Terrace Deposits,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,mixed grained sediments,82,13.72717
LS_1642,-123.9022594,44.78605497,12/3/10 0:00,Fill Failure,41,100,46,16,37,40,88,6,34,76,33,0,0,Tt,Tyee Formation,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,turbidite,81,10.59249
LS_1643,-123.9718777,44.85657836,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Qal,Alluvial Deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,42,21.32129
LS_1645,-123.9733119,44.85538879,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,7.66845
LS_1646,-123.9747478,44.8541302,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,90,9.94562
LS_1648,-123.9761213,44.85224191,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,11.64795
LS_1649,-123.9814057,44.84399365,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tbns,"Nestucca Formation, Basalt, breccia, and pillows",volcaniclastic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,breccia,82,19.9049
LS_1651,-123.9800378,44.8428068,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,13.09017
LS_1652,-123.9770835,44.840791,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,90,4.13289
LS_1653,-123.9763064,44.83951893,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,3.81133
LS_1655,-123.9748078,44.83804418,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,15.74997
LS_1656,-123.9718422,44.83682985,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,4.61999
LS_1657,-123.9622968,44.82921376,12/2/10 0:00,Landslide,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,90,4.61999
LS_1658,-123.9612605,44.82748652,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,13.75925
LS_1659,-123.9613233,44.82713336,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,11.17624
LS_1660,-123.9665021,44.82004665,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,27.84305
LS_1661,-123.9675798,44.81913537,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,90,20.12156
LS_1662,-123.9678089,44.81844196,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,52,25.19198
LS_1663,-123.9683862,44.8174674,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,14.10653
LS_1664,-123.9702099,44.81257312,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,7.67055
LS_1665,-123.9694504,44.81110148,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,11,12.48768
LS_1666,-123.9698016,44.81061713,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,11,8.53482
LS_1667,-123.2420744,46.02337247,8/23/10 0:00,Fill Failure,52,93,78,13,47,62,343,2,43,32,46,0,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,tuffaceous sedimentary rocks,81,13.94305
LS_1668,-123.2431454,46.02320532,8/23/10 0:00,Fill Failure,52,93,78,13,47,62,343,2,43,32,46,0,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,tuffaceous sedimentary rocks,82,13.94305
LS_1669,-123.2434007,46.02285224,8/23/10 0:00,Fill Failure,52,93,78,13,47,62,343,2,43,32,46,0,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,tuffaceous sedimentary rocks,82,12.19063
LS_1670,-123.2434529,46.02272016,8/23/10 0:00,Fill Failure,52,93,78,13,47,62,343,2,43,32,46,0,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,tuffaceous sedimentary rocks,82,9.17817
LS_1671,-123.2440666,46.02231858,8/23/10 0:00,Fill Failure,52,93,78,13,47,62,343,2,43,32,46,0,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,tuffaceous sedimentary rocks,82,12.58051
LS_1672,-123.244378,46.0220922,8/23/10 0:00,Fill Failure,52,93,78,13,47,62,343,2,43,32,46,0,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,tuffaceous sedimentary rocks,81,16.99652
LS_1673,-123.2442073,46.02123514,8/24/10 0:00,Fill Failure,54,87,89,12,48,70,353,6,43,22,50,0,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,tuffaceous sedimentary rocks,81,15.80409
LS_1674,-123.2439771,46.02083561,8/24/10 0:00,Fill Failure,54,87,89,12,48,70,353,6,43,22,50,0,0,Tpb,"Pittsburg Bluff Formation, East Fork Member",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,tuffaceous sedimentary rocks,81,11.20153
LS_1676,-123.9671642,44.80838121,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,16.17818
LS_1677,-123.9661588,44.80859049,12/2/10 0:00,Fill Failure,45,100,48,6,41,42,131,2,37,82,37,0,0.19,Tns,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,16.63806
LS_1678,-123.9051923,44.78480901,12/6/10 0:00,Fill Failure,46,93,55,22,43,50,120,12,36,66,44,5,0.01,Tt,Tyee Formation,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,turbidite,82,12.0496
LS_1679,-123.9058443,44.78437607,12/6/10 0:00,Fill Failure,46,93,55,22,43,50,120,12,36,66,44,5,0.01,Tt,Tyee Formation,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,turbidite,82,18.09094
LS_1680,-123.9129849,44.77494908,12/6/10 0:00,Fill Failure,46,93,55,22,43,50,120,12,36,66,44,5,0.01,Qtr,River Terrace Deposits,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,mixed grained sediments,82,2.92574
LS_1681,-123.9143256,44.77328331,12/6/10 0:00,Landslide,46,93,55,22,43,50,120,12,36,66,44,5,0.01,Qtr,River Terrace Deposits,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,mixed grained sediments,82,2.61732
LS_1682,-122.5348767,42.13014857,12/1/10 0:00,Fill Failure,45,93,48,9,43,45,350,3,40,86,42,0,0.18,Hls,Landslide deposits,sediments,Holocene,Quaternary surficial deposits,Landslide deposits,no data,mixed grained sediments,,6.08555
LS_1683,-122.8752207,45.7186477,8/24/10 0:00,Fill Failure,52,86,93,12,45,71,350,4,41,18,48,0,0,Qal1,Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,Columbia River alluvium,mixed grained sediments,41,7.72281
LS_1684,-122.8744332,45.71491521,8/24/10 0:00,Fill Failure,52,86,93,12,45,71,350,4,41,18,48,0,0,Qal1,Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,Columbia River alluvium,mixed grained sediments,42,5.01055
LS_1685,-122.8715247,45.70288114,8/24/10 0:00,Fill Failure,52,86,93,12,45,71,350,4,41,18,48,0,0,Qal1,Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,Columbia River alluvium,mixed grained sediments,41,18.05864
LS_1686,-123.7847742,45.04965449,11/3/10 0:00,Landslide,57,94,75,23,47,62,62,14,43,36,50,0,0,Qls,Landslide debris,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,82,4.70977
LS_1687,-123.730791,45.06328709,11/3/10 0:00,Fill Failure,50,83,73,15,45,61,338,9,40,41,48,5,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,10.29749
LS_1688,-123.7847742,45.04965449,11/3/10 0:00,Landslide,57,94,75,23,47,62,62,14,43,36,50,0,0,Qls,Landslide debris,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,82,4.70977
LS_1710,-120.0964401,44.5674948,6/23/09 0:00,Fill Failure,44,88,78,10,41,60,109,7,38,25,42,0,0,Tcmf,Mudflows and fanglomerates derived from Keyes Mtn.; intracanyon to Tcf2,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,mudflow breccia,0,10.11726
LS_1711,-120.0924348,44.56897686,6/23/09 0:00,Fill Failure,44,88,78,10,41,60,109,7,38,25,42,0,0,Tcmf,Mudflows and fanglomerates derived from Keyes Mtn.; intracanyon to Tcf2,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,mudflow breccia,0,11.49676
LS_1712,-120.0948884,44.56808364,6/23/09 0:00,Fill Failure,44,88,78,10,41,60,109,7,38,25,42,0,0,Tcmf,Mudflows and fanglomerates derived from Keyes Mtn.; intracanyon to Tcf2,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,Clarno Formation,No data,mudflow breccia,0,25.78435
